"GEOCODIGO_MUNICIPIO","NOME_MUNICIPIO","long_neg","lat_neg","Municipio_Codigo","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","long","lat"
"1501501","BENEVIDES","-48.241836","-1.361438","1501501 BENEVIDES","1","1","1","3","1","7","5","9","54","38","22","23","48.241836","1.361438"
"1501576","BOM JESUS DO TOCANTINS","-48.59904","-5.047363","1501576 BOM JESUS DO TOCANTINS","1","1","1","1","1","1","1","1","1","1","1","1","48.59904","5.047363"
"1501600","BONITO","-47.305892","-1.367474","1501600 BONITO","1","1","1","1","1","1","1","1","1","1","3","1","47.305892","1.367474"
"1501709","BRAGANÇA","-46.765754","-1.053524","1501709 BRAGANÇA","1","1","1","38","24","13","19","10","52","53","69","30","46.765754","1.053524"
"1501725","BRASIL NOVO","-52.543441","-3.297804","1501725 BRASIL NOVO","1","1","2","3","2","1","1","1","2","5","1","1","52.543441","3.297804"
"1501758","BREJO GRANDE DO ARAGUAIA","-48.40576","-5.707296","1501758 BREJO GRANDE DO ARAGUAIA","1","1","1","1","1","1","1","1","1","1","1","1","48.40576","5.707296"
"1501782","BREU BRANCO","-49.56988","-3.778135","1501782 BREU BRANCO","1","1","1","2","2","1","1","2","1","4","1","1","49.56988","3.778135"
"1501808","BREVES","-50.480895","-1.690737","1501808 BREVES","3","14","15","3","11","10","10","10","7","8","18","10","50.480895","1.690737"
"1501907","BUJARU","-48.035875","-1.513991","1501907 BUJARU","1","1","1","1","1","1","1","1","1","1","2","3","48.035875","1.513991"
"1501956","CACHOEIRA DO PIRIÁ","-46.547391","-1.752897","1501956 CACHOEIRA DO PIRIÁ","1","1","1","1","1","1","1","1","1","1","1","2","46.547391","1.752897"
"1502004","CACHOEIRA DO ARARI","-48.960668","-1.008786","1502004 CACHOEIRA DO ARARI","1","1","1","1","1","1","1","1","1","4","6","1","48.960668","1.008786"
"1502103","CAMETÁ","-49.49783","-2.246838","1502103 CAMETÁ","1","1","1","1","1","1","1","2","1","1","43","17","49.49783","2.246838"
"1502152","CANAÃ DOS CARAJÁS","-49.848958","-6.532197","1502152 CANAÃ DOS CARAJÁS","2","1","1","1","11","4","3","20","9","5","12","11","49.848958","6.532197"
"1502202","CAPANEMA","-47.175126","-1.192442","1502202 CAPANEMA","1","1","1","1","1","1","1","16","9","29","37","12","47.175126","1.192442"
"1502301","CAPITÃO POÇO","-47.062825","-1.746187","1502301 CAPITÃO POÇO","1","1","1","1","1","1","1","1","12","27","12","3","47.062825","1.746187"
"1502400","CASTANHAL","-47.926643","-1.295757","1502400 CASTANHAL","1","1","1","3","6","1","2","12","29","1","1","1","47.926643","1.295757"
"1502509","CHAVES","-49.989319","-0.162437","1502509 CHAVES","1","1","1","1","1","1","3","1","1","12","3","4","49.989319","0.162437"
"1502608","COLARES","-48.288728","-0.932091","1502608 COLARES","1","1","1","1","1","1","1","1","2","2","2","1","48.288728","0.932091"
"1502707","CONCEIÇÃO DO ARAGUAIA","-49.264501","-8.264864","1502707 CONCEIÇÃO DO ARAGUAIA","1","1","1","1","3","6","19","31","40","39","7","7","49.264501","8.264864"
"1502756","CONCÓRDIA DO PARÁ","-47.949887","-1.984521","1502756 CONCÓRDIA DO PARÁ","1","1","1","1","1","1","1","1","1","1","1","1","47.949887","1.984521"
"1502764","CUMARU DO NORTE","-50.771578","-7.811107","1502764 CUMARU DO NORTE","1","1","1","1","1","1","2","2","2","1","1","1","50.771578","7.811107"
"1502772","CURIONÓPOLIS","-49.602214","-6.09682","1502772 CURIONÓPOLIS","1","1","1","4","2","6","2","1","1","1","1","5","49.602214","6.09682"
"1502806","CURRALINHO","-49.791523","-1.809423","1502806 CURRALINHO","1","1","1","1","1","1","1","1","1","2","1","1","49.791523","1.809423"
"1502855","CURUÁ","-55.119679","-1.889929","1502855 CURUÁ","1","1","1","1","1","1","1","2","1","1","4","1","55.119679","1.889929"
"1502905","CURUÇÁ","-47.851265","-0.732496","1502905 CURUÇÁ","1","2","3","1","4","16","11","6","55","63","26","11","47.851265","0.732496"
"1502939","DOM ELISEU","-47.555915","-4.290778","1502939 DOM ELISEU","1","1","1","1","1","1","1","1","3","4","1","2","47.555915","4.290778"
"1502954","ELDORADO DOS CARAJÁS","-49.373952","-6.103525","1502954 ELDORADO DOS CARAJÁS","1","1","1","1","1","1","1","1","3","5","3","4","49.373952","6.103525"
"1503002","FARO","-56.745753","-2.172975","1503002 FARO","1","1","1","1","1","1","1","3","2","1","1","2","56.745753","2.172975"
"1503044","FLORESTA DO ARAGUAIA","-49.697578","-7.558701","1503044 FLORESTA DO ARAGUAIA","1","1","1","1","1","1","1","1","6","1","1","1","49.697578","7.558701"
"1503077","GARRAFÃO DO NORTE","-47.045046","-1.931697","1503077 GARRAFÃO DO NORTE","1","1","1","1","1","1","1","3","14","7","5","5","47.045046","1.931697"
"1503093","GOIANÉSIA DO PARÁ","-49.101045","-3.842468","1503093 GOIANÉSIA DO PARÁ","1","8","23","8","1","1","1","1","1","7","1","4","49.101045","3.842468"
"1503101","GURUPÁ","-51.643696","-1.404918","1503101 GURUPÁ","1","1","1","1","1","1","5","6","3","10","3","1","51.643696","1.404918"
"1503200","IGARAPÉ-AÇU","-47.622375","-1.124322","1503200 IGARAPÉ-AÇU","1","1","1","1","1","1","1","2","3","1","4","11","47.622375","1.124322"
"1503309","IGARAPÉ-MIRI","-48.962299","-1.983116","1503309 IGARAPÉ-MIRI","1","1","1","1","1","1","1","1","2","1","1","1","48.962299","1.983116"
"1503408","INHANGAPI","-47.913393","-1.426582","1503408 INHANGAPI","1","2","1","1","1","1","1","1","17","11","10","19","47.913393","1.426582"
"1503457","IPIXUNA DO PARÁ","-47.499718","-2.557529","1503457 IPIXUNA DO PARÁ","1","1","1","1","1","1","1","3","18","4","3","1","47.499718","2.557529"
"1503507","IRITUIA","-47.440756","-1.771475","1503507 IRITUIA","1","1","1","1","4","32","2","4","7","1","1","21","47.440756","1.771475"
"1503606","ITAITUBA","-55.990049","-4.263729","1503606 ITAITUBA","1","8","2","1","1","3","1","9","17","26","5","11","55.990049","4.263729"
"1503705","ITUPIRANGA","-49.324426","-5.128837","1503705 ITUPIRANGA","4","1","1","1","1","1","5","21","17","4","8","12","49.324426","5.128837"
"1503754","JACAREACANGA","-57.76634","-6.223552","1503754 JACAREACANGA","1","6","1","1","1","1","5","7","77","42","33","6","57.76634","6.223552"
"1503804","JACUNDÁ","-49.112782","-4.448405","1503804 JACUNDÁ","1","1","1","1","1","1","1","6","11","14","4","10","49.112782","4.448405"
"1503903","JURUTI","-56.094998","-2.155253","1503903 JURUTI","1","1","1","1","1","1","1","1","5","7","12","1","56.094998","2.155253"
"1504000","LIMOEIRO DO AJURU","-49.381534","-1.891949","1504000 LIMOEIRO DO AJURU","1","1","2","1","1","1","1","1","5","1","6","2","49.381534","1.891949"
"1504059","MÃE DO RIO","-47.55229","-2.047707","1504059 MÃE DO RIO","1","1","1","2","1","1","1","21","24","19","6","1","47.55229","2.047707"
"1504109","MAGALHÃES BARATA","-47.599182","-0.79585","1504109 MAGALHÃES BARATA","1","1","1","1","2","1","1","1","1","21","72","94","47.599182","0.79585"
"1504208","MARABÁ","-49.142025","-5.352606","1504208 MARABÁ","1","1","1","1","1","5","1","1","4","1","2","1","49.142025","5.352606"
"1504307","MARACANÃ","-47.455268","-0.762419","1504307 MARACANÃ","1","1","1","2","1","1","1","12","16","23","30","6","47.455268","0.762419"
"1504406","MARAPANIM","-47.702549","-0.712151","1504406 MARAPANIM","1","1","3","3","3","1","2","2","37","27","16","5","47.702549","0.712151"
"1504422","MARITUBA","-48.340536","-1.346417","1504422 MARITUBA","1","1","1","1","1","1","1","1","2","3","8","8","48.340536","1.346417"
"1504455","MEDICILÂNDIA","-52.888345","-3.445417","1504455 MEDICILÂNDIA","1","1","1","1","2","1","1","1","1","1","2","1","52.888345","3.445417"
"1504505","MELGAÇO","-50.717465","-1.803447","1504505 MELGAÇO","1","1","1","1","1","1","1","1","4","10","20","4","50.717465","1.803447"
"1504604","MOCAJUBA","-49.509023","-2.582873","1504604 MOCAJUBA","1","1","1","1","1","1","1","2","11","5","4","1","49.509023","2.582873"
"1504703","MOJU","-48.767199","-1.885889","1504703 MOJU","1","1","1","1","1","1","1","1","5","2","1","1","48.767199","1.885889"
"1504802","MONTE ALEGRE","-54.073375","-2.003328","1504802 MONTE ALEGRE","1","1","1","1","1","1","4","6","7","7","14","5","54.073375","2.003328"
"1504901","MUANÁ","-49.216832","-1.530026","1504901 MUANÁ","1","1","1","3","1","1","3","3","3","4","1","1","49.216832","1.530026"
"1504950","NOVA ESPERANÇA DO PIRIÁ","-46.962093","-2.267626","1504950 NOVA ESPERANÇA DO PIRIÁ","1","1","1","1","1","1","1","1","1","3","1","1","46.962093","2.267626"
"1504976","NOVA IPIXUNA","-49.079887","-4.923086","1504976 NOVA IPIXUNA","1","1","1","1","1","1","1","9","6","5","2","1","49.079887","4.923086"
"1505007","NOVA TIMBOTEUA","-47.393202","-1.204144","1505007 NOVA TIMBOTEUA","1","1","1","1","1","1","3","2","8","4","1","1","47.393202","1.204144"
"1505031","NOVO PROGRESSO","-55.41987","-7.034836","1505031 NOVO PROGRESSO","1","1","1","1","1","1","1","2","18","8","15","9","55.41987","7.034836"
"1505064","NOVO REPARTIMENTO","-49.948638","-4.248149","1505064 NOVO REPARTIMENTO","1","1","1","1","2","1","3","8","6","6","8","6","49.948638","4.248149"
"1505106","ÓBIDOS","-55.516324","-1.909235","1505106 ÓBIDOS","1","1","1","1","1","1","1","7","9","8","9","5","55.516324","1.909235"
"1505205","OEIRAS DO PARÁ","-49.855106","-2.004734","1505205 OEIRAS DO PARÁ","1","1","1","1","1","1","1","1","1","17","9","8","49.855106","2.004734"
"1505304","ORIXIMINÁ","-55.8628","-1.763754","1505304 ORIXIMINÁ","1","1","1","1","1","5","1","1","2","2","1","1","55.8628","1.763754"
"1505403","OURÉM","-47.117619","-1.548947","1505403 OURÉM","1","1","1","1","1","1","1","1","3","2","2","1","47.117619","1.548947"
"1505437","OURILÂNDIA DO NORTE","-51.090833","-6.740617","1505437 OURILÂNDIA DO NORTE","1","1","1","1","2","1","2","16","13","20","6","2","51.090833","6.740617"
"1505486","PACAJÁ","-50.634841","-3.830306","1505486 PACAJÁ","1","1","1","1","1","1","1","12","4","3","12","5","50.634841","3.830306"
"1505494","PALESTINA DO PARÁ","-48.321794","-5.749934","1505494 PALESTINA DO PARÁ","1","1","1","1","1","1","1","1","1","1","1","1","48.321794","5.749934"
"1505502","PARAGOMINAS","-47.356962","-2.994191","1505502 PARAGOMINAS","1","1","1","3","1","4","1","14","49","70","45","30","47.356962","2.994191"
"1505536","PARAUAPEBAS","-49.900781","-6.07273","1505536 PARAUAPEBAS","1","1","1","1","1","1","1","1","1","123","91","73","49.900781","6.07273"
"1505551","PAU D'ARCO","-50.048276","-7.836794","1505551 PAU D'ARCO","1","1","1","1","1","1","1","2","3","3","1","1","50.048276","7.836794"
"1505601","PEIXE-BOI","-47.317927","-1.189569","1505601 PEIXE-BOI","1","1","1","1","1","1","1","1","1","2","5","1","47.317927","1.189569"
"1505635","PIÇARRA","-48.868401","-6.453676","1505635 PIÇARRA","1","2","1","1","1","1","1","1","1","1","1","5","48.868401","6.453676"
"1505650","PLACAS","-54.216968","-3.867316","1505650 PLACAS","1","1","1","1","1","1","1","1","1","4","1","1","54.216968","3.867316"
"1505700","PONTA DE PEDRAS","-48.871786","-1.3966","1505700 PONTA DE PEDRAS","1","1","1","1","1","1","2","1","4","9","15","6","48.871786","1.3966"
"1505809","PORTEL","-50.82249","-1.936451","1505809 PORTEL","1","1","1","1","1","1","1","1","1","1","1","1","50.82249","1.936451"
"1505908","PORTO DE MOZ","-52.242477","-1.74609","1505908 PORTO DE MOZ","1","1","1","1","1","1","1","1","1","1","1","9","52.242477","1.74609"
"1506005","PRAINHA","-53.481814","-1.805695","1506005 PRAINHA","1","1","1","1","1","1","1","3","13","7","7","4","53.481814","1.805695"
"1506104","PRIMAVERA","-47.117251","-0.940112","1506104 PRIMAVERA","1","1","1","26","3","1","1","2","6","5","1","1","47.117251","0.940112"
"1506112","QUATIPURU","-47.006787","-0.900116","1506112 QUATIPURU","1","2","1","1","1","3","1","3","28","15","1","1","47.006787","0.900116"
"1506138","REDENÇÃO","-50.029642","-8.027605","1506138 REDENÇÃO","1","3","1","1","5","4","13","21","19","10","18","10","50.029642","8.027605"
"1506161","RIO MARIA","-50.046411","-7.311115","1506161 RIO MARIA","1","1","1","1","1","1","1","3","15","5","21","10","50.046411","7.311115"
"1506187","RONDON DO PARÁ","-48.069974","-4.777822","1506187 RONDON DO PARÁ","1","1","1","1","1","1","1","1","1","9","1","1","48.069974","4.777822"
"1506195","RURÓPOLIS","-54.905862","-4.099065","1506195 RURÓPOLIS","1","1","4","1","1","1","3","4","1","8","1","2","54.905862","4.099065"
"1506203","SALINÓPOLIS","-47.35312","-0.623638","1506203 SALINÓPOLIS","1","1","1","1","1","1","1","1","8","65","98","55","47.35312","0.623638"
"1506302","SALVATERRA","-48.513187","-0.754526","1506302 SALVATERRA","1","1","1","1","1","2","1","6","3","2","3","2","48.513187","0.754526"
"1506351","SANTA BÁRBARA DO PARÁ","-48.297741","-1.229439","1506351 SANTA BÁRBARA DO PARÁ","1","1","1","1","1","1","1","2","2","5","1","6","48.297741","1.229439"
"1506401","SANTA CRUZ DO ARARI","-49.171616","-0.659974","1506401 SANTA CRUZ DO ARARI","1","1","1","1","1","4","5","2","4","4","6","3","49.171616","0.659974"
"1506500","SANTA ISABEL DO PARÁ","-48.16306","-1.297396","1506500 SANTA ISABEL DO PARÁ","1","1","1","1","1","1","2","4","2","1","4","5","48.16306","1.297396"
"1506559","SANTA LUZIA DO PARÁ","-46.906169","-1.518828","1506559 SANTA LUZIA DO PARÁ","1","1","2","2","3","1","1","6","6","4","2","3","46.906169","1.518828"
"1506583","SANTA MARIA DAS BARREIRAS","-49.719352","-8.870551","1506583 SANTA MARIA DAS BARREIRAS","1","1","1","1","1","1","1","1","1","1","1","1","49.719352","8.870551"
"1506609","SANTA MARIA DO PARÁ","-47.574695","-1.347866","1506609 SANTA MARIA DO PARÁ","1","1","1","1","1","1","1","1","18","4","3","1","47.574695","1.347866"
"1506708","SANTANA DO ARAGUAIA","-50.344804","-9.329425","1506708 SANTANA DO ARAGUAIA","1","2","1","1","1","1","1","14","1","1","1","1","50.344804","9.329425"
"1506807","SANTARÉM","-54.71857","-2.436213","1506807 SANTARÉM","1","36","17","33","154","36","59","70","403","374","281","143","54.71857","2.436213"
"1506906","SANTARÉM NOVO","-47.400925","-0.92872","1506906 SANTARÉM NOVO","1","1","1","1","1","1","1","3","2","9","1","1","47.400925","0.92872"
"1507003","SANTO ANTÔNIO DO TAUÁ","-48.132433","-1.151693","1507003 SANTO ANTÔNIO DO TAUÁ","1","1","1","1","1","1","1","1","1","3","1","1","48.132433","1.151693"
"1507102","SÃO CAETANO DE ODIVELAS","-48.025805","-0.746618","1507102 SÃO CAETANO DE ODIVELAS","1","1","1","1","1","1","1","2","1","1","1","2","48.025805","0.746618"
"1507151","SÃO DOMINGOS DO ARAGUAIA","-48.720373","-5.549841","1507151 SÃO DOMINGOS DO ARAGUAIA","1","1","1","1","1","1","3","1","1","3","2","1","48.720373","5.549841"
"1507201","SÃO DOMINGOS DO CAPIM","-47.774785","-1.675815","1507201 SÃO DOMINGOS DO CAPIM","1","1","1","1","1","1","1","1","4","4","2","1","47.774785","1.675815"
"1507300","SÃO FÉLIX DO XINGU","-51.993783","-6.642483","1507300 SÃO FÉLIX DO XINGU","1","1","1","1","1","2","1","3","19","45","14","25","51.993783","6.642483"
"1507409","SÃO FRANCISCO DO PARÁ","-47.790515","-1.170189","1507409 SÃO FRANCISCO DO PARÁ","1","2","1","1","1","1","1","1","12","4","2","1","47.790515","1.170189"
"1507458","SÃO GERALDO DO ARAGUAIA","-48.555712","-6.398958","1507458 SÃO GERALDO DO ARAGUAIA","2","4","1","1","1","1","3","1","1","3","4","4","48.555712","6.398958"
"1507466","SÃO JOÃO DA PONTA","-47.920724","-0.851002","1507466 SÃO JOÃO DA PONTA","1","6","1","1","1","1","4","1","6","2","1","1","47.920724","0.851002"
"1507474","SÃO JOÃO DE PIRABAS","-47.172674","-0.766443","1507474 SÃO JOÃO DE PIRABAS","1","1","1","1","1","2","5","12","34","19","24","9","47.172674","0.766443"
"1507508","SÃO JOÃO DO ARAGUAIA","-48.788633","-5.359003","1507508 SÃO JOÃO DO ARAGUAIA","1","1","1","1","6","1","1","1","1","1","3","1","48.788633","5.359003"
"1507607","SÃO MIGUEL DO GUAMÁ","-47.482409","-1.617136","1507607 SÃO MIGUEL DO GUAMÁ","1","1","1","1","1","1","6","8","4","13","41","4","47.482409","1.617136"
"1507706","SÃO SEBASTIÃO DA BOA VISTA","-49.532312","-1.718851","1507706 SÃO SEBASTIÃO DA BOA VISTA","1","1","1","1","1","1","1","1","1","1","13","8","49.532312","1.718851"
"1507755","SAPUCAIA","-49.703581","-6.942857","1507755 SAPUCAIA","1","1","1","1","1","1","1","1","3","1","1","16","49.703581","6.942857"
"1507805","SENADOR JOSÉ PORFÍRIO","-51.953056","-2.59485","1507805 SENADOR JOSÉ PORFÍRIO","1","1","1","1","1","2","1","2","1","1","3","1","51.953056","2.59485"
"1507904","SOURE","-48.516013","-0.725926","1507904 SOURE","1","4","1","1","1","1","1","1","6","1","2","1","48.516013","0.725926"
"1507953","TAILÂNDIA","-48.951282","-2.93708","1507953 TAILÂNDIA","1","1","1","1","1","1","1","79","15","11","19","14","48.951282","2.93708"
"1507961","TERRA ALTA","-47.907808","-1.034827","1507961 TERRA ALTA","1","1","1","1","1","1","1","1","1","1","1","1","47.907808","1.034827"
"1507979","TERRA SANTA","-56.490905","-2.108114","1507979 TERRA SANTA","1","1","1","1","1","1","2","4","13","16","8","5","56.490905","2.108114"
"1508001","TOMÉ-AÇU","-48.146897","-2.419367","1508001 TOMÉ-AÇU","1","1","1","1","1","1","1","1","1","2","1","1","48.146897","2.419367"
"1508035","TRACUATEUA","-46.899478","-1.068784","1508035 TRACUATEUA","1","1","1","3","2","6","2","14","21","43","22","12","46.899478","1.068784"
"1508050","TRAIRÃO","-55.99617","-4.699819","1508050 TRAIRÃO","1","1","1","1","2","1","1","5","7","12","10","7","55.99617","4.699819"
"1508084","TUCUMÃ","-51.139539","-6.749972","1508084 TUCUMÃ","1","1","1","1","1","1","1","1","4","1","2","1","51.139539","6.749972"
"1508100","TUCURUÍ","-49.667184","-3.766889","1508100 TUCURUÍ","1","1","6","20","15","11","10","7","7","6","1","1","49.667184","3.766889"
"1508126","ULIANÓPOLIS","-47.503145","-3.757193","1508126 ULIANÓPOLIS","1","1","1","1","1","1","1","1","1","1","1","1","47.503145","3.757193"
"1508159","URUARÁ","-53.737031","-3.706529","1508159 URUARÁ","1","1","1","1","1","1","1","1","1","1","1","1","53.737031","3.706529"
"1508209","VIGIA","-48.141499","-0.855533","1508209 VIGIA","1","1","1","2","1","3","2","3","27","5","10","3","48.141499","0.855533"
"1508308","VISEU","-46.138765","-1.203279","1508308 VISEU","1","1","1","2","2","1","4","3","3","8","13","1","46.138765","1.203279"
"1508357","VITÓRIA DO XINGU","-52.01126","-2.883766","1508357 VITÓRIA DO XINGU","1","1","1","1","1","1","2","1","1","8","5","3","52.01126","2.883766"
"1508407","XINGUARA","-49.942701","-7.101513","1508407 XINGUARA","1","1","1","1","2","74","140","124","152","149","58","32","49.942701","7.101513"
"1600055","SERRA DO NAVIO","-52.003538","0.897841","1600055 SERRA DO NAVIO","1","2","1","2","10","2","1","2","1","1","1","1","52.003538","0.897841"
"1600105","AMAPÁ","-50.793214","2.053921","1600105 AMAPÁ","1","1","1","1","1","9","16","3","2","7","7","3","50.793214","2.053921"
"1600154","PEDRA BRANCA DO AMAPARI","-51.946594","0.776883","1600154 PEDRA BRANCA DO AMAPARI","1","1","1","1","1","1","1","2","1","6","28","5","51.946594","0.776883"
"1600204","CALÇOENE","-50.944773","2.496559","1600204 CALÇOENE","1","1","1","1","1","1","1","1","2","1","1","1","50.944773","2.496559"
"1600212","CUTIAS","-50.801626","0.971078","1600212 CUTIAS","1","1","1","1","1","3","6","10","6","7","2","1","50.801626","0.971078"
"1600238","FERREIRA GOMES","-51.187429","0.853977","1600238 FERREIRA GOMES","1","1","1","1","1","1","1","1","4","7","1","1","51.187429","0.853977"
"1600253","ITAUBAL","-50.700179","0.600653","1600253 ITAUBAL","1","1","1","1","1","1","1","1","4","1","1","1","50.700179","0.600653"
"1600279","LARANJAL DO JARI","-52.539021","-0.855665","1600279 LARANJAL DO JARI","1","1","1","2","1","6","13","31","61","109","40","19","52.539021","0.855665"
"1600303","MACAPÁ","-51.057405","0.038951","1600303 MACAPÁ","1","1","1","1","1","35","114","125","245","257","161","157","51.057405","0.038951"
"1600402","MAZAGÃO","-51.286077","-0.124396","1600402 MAZAGÃO","1","1","1","1","1","1","6","6","6","5","5","4","51.286077","0.124396"
"1600501","OIAPOQUE","-51.830553","3.851131","1600501 OIAPOQUE","1","1","1","13","10","14","14","12","25","21","12","4","51.830553","3.851131"
"1600535","PORTO GRANDE","-51.414449","0.712555","1600535 PORTO GRANDE","1","1","1","5","1","1","4","2","1","11","4","6","51.414449","0.712555"
"1600550","PRACUÚBA","-50.784254","1.742508","1600550 PRACUÚBA","1","1","1","1","1","1","1","1","1","1","1","1","50.784254","1.742508"
